iter	MAE
1665	1152784.501
1666	1152543.746
1667	1152413.908
1668	1152318.106
1669	1152134.915
1670	1151939.907
1671	1151850.47
1672	1151782.38
1673	1151609.164
1674	1151493.427
1675	1151379.55
1676	1151186.763
1677	1150950.561
1678	1150840.441
1679	1150769.725
1680	1150493.082
1681	1150361.552
1682	1150319.668
1683	1150258.86
1684	1150073.042
1685	1150035.594
1686	1149688.673
1687	1149635.001
1688	1149534
1689	1149199.68
1690	1149128.99
1691	1149002.322
1692	1148913.31
1693	1148759.512
1694	1148641.104
1695	1148476.027
1696	1148346.583
1697	1148224.636
1698	1148138.097
1699	1147850.102
1700	1147753.178
1701	1147620.684
1702	1147533.3
1703	1147360.15
1704	1147165.675
1705	1146960.573
1706	1146852.888
1707	1146624.65
1708	1146255.583
1709	1146063.39
1710	1145842.581
1711	1145772.128
1712	1145669.3
1713	1145483.918
1714	1145359.879
1715	1145306.261
1716	1145232.067
1717	1145080.481
1718	1145020.599
1719	1144951.919
1720	1144773.418
1721	1144705.852
1722	1144530.207
1723	1144415.128
1724	1144272.806
1725	1144227.191
1726	1144140.226
1727	1143968.61
1728	1143883.323
1729	1143711.725
1730	1143470.583
1731	1143314.496
1732	1143249.019
1733	1143143.348
1734	1143008.626
1735	1142883.708
1736	1142783.881
1737	1142675.636
1738	1142501.31
1739	1142444.849
1740	1142363.655
1741	1142286.904
1742	1142111.434
1743	1142053.874
1744	1142021.061
1745	1141898.162
1746	1141729.514
1747	1141446.906
1748	1141263.984
1749	1141222.496
1750	1141042.456
1751	1140957.765
1752	1140612.8
1753	1140328.519
1754	1140237.14
1755	1140138.047
1756	1140076.013
1757	1140047.539
1758	1139949.237
1759	1139838.929
1760	1139677.866
1761	1139635.73
1762	1139359.498
1763	1139208.781
1764	1139091.549
1765	1138979.455
1766	1138905.083
1767	1138710.387
1768	1138653.009
1769	1138612.633
1770	1138490.015
1771	1138374.863
1772	1138296.155
1773	1138217.742
1774	1138036.984
1775	1137949.177
1776	1137861.991
1777	1137617.369
1778	1137527.967
1779	1137355.415
1780	1137323.351
1781	1137135.557
1782	1137029.735
1783	1136808.637
1784	1136734.447
1785	1136640.076
1786	1136540.154
1787	1136091.483
1788	1136000.778
1789	1135918.294
1790	1135876.578
1791	1135805.457
1792	1135768.361
1793	1135654.289
1794	1135538.083
1795	1135428.116
1796	1135352.753
1797	1135235.475
1798	1135120.226
1799	1134957.882
1800	1134796.429
1801	1134738.733
1802	1134662.731
1803	1134594.14
1804	1134484.884
1805	1134305.236
1806	1134234.424
1807	1134043.095
1808	1133975.894
1809	1133907.722
1810	1133856.559
1811	1133650.431
1812	1133485.526
1813	1133372.663
1814	1133255.111
1815	1133137.202
1816	1133062.602
1817	1132888.484
1818	1132577.22
1819	1132525.774
1820	1132477.233
1821	1132357.693
1822	1132228.679
1823	1132141.352
1824	1132085.576
1825	1131935.535
1826	1131780.497
1827	1131736.129
1828	1131576.682
1829	1131538.602
1830	1131456.284
1831	1131403.751
1832	1131315.05
1833	1131219.193
1834	1131082.635
1835	1130965.108
1836	1130917.183
1837	1130649.676
1838	1130585.023
1839	1130540.14
1840	1130348.393
1841	1130029.627
1842	1129991.298
1843	1129884.575
1844	1129620.488
1845	1129506.861
1846	1129422.843
1847	1129289.229
1848	1129032.832
1849	1128911.054
1850	1128854.266
1851	1128795.249
1852	1128683.248
1853	1128598.575
1854	1128335.738
1855	1128206.914
1856	1128024.196
1857	1127912.418
1858	1127830.303
1859	1127657.186
1860	1127548.535
1861	1127506.812
1862	1127423.763
1863	1127369.826
1864	1127310.846
1865	1127063.899
1866	1126963.681
1867	1126869.518
1868	1126776.079
1869	1126587.668
1870	1126558.853
1871	1126523.974
1872	1126346.868
1873	1126264.3
1874	1126246.838
1875	1126023.277
1876	1125950.721
1877	1125816.262
1878	1125531.052
1879	1125454.764
1880	1125376.728
1881	1125216.636
1882	1125066.57
1883	1124824.487
1884	1124774.945
1885	1124766.784
1886	1124599.256
1887	1124479.668
1888	1124466.994
1889	1124225.783
1890	1124156.145
1891	1124009.834
1892	1123504.353
1893	1123338.304
1894	1123214.336
1895	1123082.1
1896	1122957.5
1897	1122826.76
1898	1122527.428
1899	1122346.423
1900	1122240.451
1901	1122125.626
1902	1122018.945
1903	1121990.993
1904	1121733.019
1905	1121652.475
1906	1121469.249
1907	1121328.708
1908	1121024.811
1909	1120987.838
1910	1120865.865
1911	1120817.775
1912	1120640.964
1913	1120495.056
1914	1120422.931
1915	1120284.684
1916	1120158.696
1917	1119991.207
1918	1119803.047
1919	1119667.454
1920	1119632.719
1921	1119536.159
1922	1119428.745
1923	1119361.855
1924	1119353.824
1925	1119306.491
1926	1119226.468
1927	1119133.705
1928	1119072.833
1929	1119038.466
1930	1118957.178
1931	1118836.759
1932	1118802.934
1933	1118653.046
1934	1118563.075
1935	1118397.419
1936	1118325.577
1937	1118292.576
1938	1118189.121
1939	1118128.702
1940	1118068.06
1941	1118031.364
1942	1117843.623
1943	1117790.033
1944	1117737.91
1945	1117594.058
1946	1117515.355
1947	1117437.107
1948	1117324.826
1949	1117302.806
1950	1117210.785
1951	1117169.556
1952	1116931.914
1953	1116705.636
1954	1116626.22
1955	1116403.591
1956	1116235.971
1957	1116175.48
1958	1115961.132
1959	1115835.838
1960	1115659.881
1961	1115614.183
1962	1115553.839
1963	1115467.127
1964	1115307.46
1965	1115239.972
1966	1115157.773
1967	1115036.031
1968	1114972.787
1969	1114878.952
1970	1114754.479
1971	1114714.578
1972	1114698.69
1973	1114359.522
1974	1114236.976
1975	1114124.508
1976	1114053.667
1977	1114011.418
1978	1113803.871
1979	1113583.571
1980	1113323.976
1981	1113115.518
1982	1113024.581
1983	1112869.863
1984	1112765.743
1985	1112597.233
1986	1112457.3
1987	1112250.593
1988	1112092.745
1989	1111942.8
1990	1111838.465
1991	1111680.089
1992	1111575.869
1993	1111546.015
1994	1111440.033
1995	1111315.701
1996	1111090.553
1997	1110965.642
1998	1110881.767
1999	1110842.157
2000	1110667.874
2001	1110510.733
2002	1110482.069
2003	1110447.755
2004	1110315.816
2005	1110154.762
2006	1110075.491
2007	1109865.77
2008	1109834.718
2009	1109766.266
2010	1109647.446
2011	1109561.934
2012	1109486.021
2013	1109387.283
2014	1109342.021
2015	1109284.69
2016	1109150.369
2017	1108963.346
2018	1108844.424
2019	1108743.796
2020	1108701.319
2021	1108666.215
2022	1108608.39
2023	1108555.639
2024	1108438.84
2025	1108344.548
2026	1107895.59
2027	1107709.25
2028	1107625.761
2029	1107558.1
2030	1107464.657
2031	1107354.291
2032	1107235.404
2033	1107121.491
2034	1107069.89
2035	1107034.369
2036	1107010.066
2037	1106877.52
2038	1106647.535
2039	1106454.643
2040	1106168.715
2041	1106110.827
2042	1105930.862
2043	1105839.719
2044	1105798.872
2045	1105682.685
2046	1105597.168
2047	1105411.181
2048	1105358.883
2049	1105245.318
2050	1105200.84
2051	1105058.629
2052	1104959.109
2053	1104937.181
2054	1104872.486
2055	1104701.011
2056	1104553.895
2057	1104373.85
2058	1104327.932
2059	1104235.988
2060	1104161.449
2061	1104044.627
2062	1103825.103
2063	1103688.617
2064	1103653.271
2065	1103334.457
2066	1103266.556
2067	1103158.003
2068	1103131.323
2069	1102959.413
2070	1102819.894
2071	1102490.628
2072	1102437.479
2073	1102339.501
2074	1101886.31
2075	1101765.062
2076	1101643.792
2077	1101579.348
2078	1101558.012
2079	1101379.622
2080	1101297.663
2081	1101254.845
2082	1101209.068
2083	1101154.182
2084	1101091.036
2085	1100997.981
2086	1100886.943
2087	1100860.715
2088	1100811.081
2089	1100729.618
2090	1100678.418
2091	1100589.082
2092	1100549.292
2093	1100429.887
2094	1100354.876
2095	1100264.728
2096	1100151.539
2097	1100113.463
2098	1099981.391
2099	1099808.016
2100	1099754.756
2101	1099610.495
2102	1099582.826
2103	1099392.637
2104	1099234.125
2105	1099214.401
2106	1099157.918
2107	1099117.379
2108	1099052.138
2109	1098965.582
2110	1098864.017
2111	1098813.671
2112	1098789.991
2113	1098217.509
2114	1098096.483
2115	1097983.634
2116	1097915.636
2117	1097871.756
2118	1097807.375
2119	1097729.994
2120	1097710.908
2121	1097645.189
2122	1097569.476
2123	1097557.366
2124	1097533.079
2125	1097426.755
2126	1097335.463
2127	1097293.182
2128	1097244.572
2129	1097141.171
2130	1096930.532
2131	1096829.33
2132	1096803.13
2133	1096736.956
2134	1096692.339
2135	1096652.685
2136	1096523.104
2137	1096381.871
2138	1096250.332
2139	1096177.564
2140	1096122.107
2141	1096051.518
2142	1096000.901
2143	1095918.771
2144	1095895.12
2145	1095762.289
2146	1095747.144
2147	1095680.989
2148	1095617.801
2149	1095570.426
2150	1095510.871
2151	1095343.821
2152	1095231.212
2153	1095125.472
2154	1095089.202
2155	1095040.339
2156	1094987.808
2157	1094985.478
2158	1094972.156
2159	1094907.607
2160	1094656.69
2161	1094519.814
2162	1094347.994
2163	1094277.152
2164	1094193.634
2165	1094108.921
2166	1094048.288
2167	1094006.617
2168	1093975.524
2169	1093951.612
2170	1093851.378
2171	1093795.616
2172	1093775.295
2173	1093700.313
2174	1093580.897
2175	1093507.659
2176	1093449.97
2177	1093288.938
2178	1092998.17
2179	1092766.507
2180	1092645.302
2181	1092592.226
2182	1092431.584
2183	1092318.005
2184	1092177.189
2185	1092043.611
2186	1092003.932
2187	1091807.115
2188	1091659.379
2189	1091341.957
2190	1091277.104
2191	1091193.409
2192	1091097.122
2193	1090968.41
2194	1090914.015
2195	1090865.716
2196	1090849
2197	1090807.294
2198	1090706.494
2199	1090614.734
2200	1090445.527
2201	1090211.834
2202	1090131.947
2203	1089961.827
2204	1089851.403
2205	1089749.01
2206	1089623.087
2207	1089585.888
2208	1089498.751
2209	1089430.083
2210	1089378.675
2211	1089356.48
2212	1089156.527
2213	1089072.602
2214	1088949.817
2215	1088875.57
2216	1088782.22
2217	1088506.174
2218	1088342.117
2219	1088267.328
2220	1088191.187
2221	1088135.424
2222	1088066.284
2223	1087961.307
2224	1087916.396
2225	1087728.066
2226	1087647.138
2227	1087556.822
2228	1087512.224
2229	1087417.785
2230	1087353.829
2231	1087306.718
2232	1087213.247
2233	1087095.483
2234	1087030.536
2235	1086973.568
2236	1086814.639
2237	1086584.041
2238	1086500.259
2239	1086446.259
2240	1086372.719
2241	1086157.267
2242	1086106.494
2243	1086017.096
2244	1085845.431
2245	1085768.8
2246	1085507.827
2247	1085338.813
2248	1085261.639
2249	1085213.321
2250	1085086.887
2251	1084921.441
2252	1084834.108
2253	1084746.17
2254	1084631.948
2255	1084547.63
2256	1084461.885
2257	1084442.671
2258	1084398.446
2259	1084308.112
2260	1084161.031
2261	1084141.175
2262	1084034.794
2263	1084002.941
2264	1083968.409
2265	1083891.689
2266	1083843.32
2267	1083702.435
2268	1083620.869
2269	1083497.071
2270	1083463.348
2271	1083370.356
2272	1083264.245
2273	1083030.927
2274	1082889.094
2275	1082857.014
2276	1082712.22
2277	1082644.496
2278	1082565.279
2279	1082496.609
2280	1082344.474
2281	1082294.237
2282	1082185.576
2283	1082090.802
2284	1082065.057
2285	1082033.099
2286	1081914.869
2287	1081882.321
2288	1081856.169
2289	1081785.494
2290	1081401.796
2291	1081267.667
2292	1081217.237
2293	1081182.021
2294	1081094.136
2295	1081047.382
2296	1081027.325
2297	1080939.705
2298	1080877.865
2299	1080768.624
2300	1080694.071
2301	1080489.316
2302	1080417.541
2303	1080337.577
2304	1080265.49
2305	1080161.411
2306	1080069.384
2307	1080013.599
2308	1079892.26
2309	1079869.092
2310	1079796.822
2311	1079754.793
2312	1079669.641
2313	1079611.502
2314	1079490.016
2315	1079362.595
2316	1079296.738
2317	1079236.232
2318	1079104.958
2319	1078999.725
2320	1078912.749
2321	1078885.614
2322	1078857.987
2323	1078828.492
2324	1078785.424
2325	1078662.072
2326	1078561.305
2327	1078399.265
2328	1078343.073
2329	1078323.436
2330	1077757.957
2331	1077757.416
2332	1077708.444
2333	1077618.034
2334	1077478.375
2335	1077442.864
2336	1077402.518
2337	1077311.935
2338	1077170.822
2339	1077127.907
2340	1077094.954
2341	1076986.005
2342	1076893.271
2343	1076812.668
2344	1076768.574
2345	1076657.201
2346	1076548.521
2347	1076484.831
2348	1076421.05
2349	1076349.494
2350	1076293.447
2351	1076112.806
2352	1076031.249
2353	1075975.709
2354	1075826.501
2355	1075755.475
2356	1075720.38
2357	1075591.958
2358	1075439.371
2359	1075389.278
2360	1075349.445
2361	1075235.867
2362	1075184.859
2363	1075145.153
2364	1075034.978
2365	1075017.495
2366	1074969.04
2367	1074881.621
2368	1074769.407
2369	1074725.192
2370	1074665.44
2371	1074505.238
2372	1074431.689
2373	1074416.762
2374	1074313.924
2375	1074222.036
2376	1074092.428
2377	1073886.364
2378	1073743.865
2379	1073572.236
2380	1073479.864
2381	1073407.661
2382	1073201.295
2383	1073132.374
2384	1072938.142
2385	1072888.319
2386	1072746.626
2387	1072627.338
2388	1072577.048
2389	1072419.225
2390	1072370.668
2391	1072329.584
2392	1072273.548
2393	1072249.412
2394	1072176.884
2395	1072117.109
2396	1072108.827
2397	1072009.965
2398	1071936.246
2399	1071886.997
2400	1071764.049
2401	1071739.617
2402	1071675.328
2403	1071554.553
2404	1071384.689
2405	1071306.372
2406	1071303.274
2407	1070984.241
2408	1070916.631
2409	1070797.572
2410	1070741.078
2411	1070592.523
2412	1070592.254
2413	1070518.902
2414	1070419.996
2415	1070326.746
2416	1070246.572
2417	1070229.223
2418	1070082.793
2419	1069956.395
2420	1069864.452
2421	1069689.291
2422	1069352.795
2423	1069304.372
2424	1069270.161
2425	1069194.06
2426	1069137.666
2427	1069115.022
2428	1069009.029
2429	1068995.371
2430	1068890.499
2431	1068730.799
2432	1068669.249
2433	1068560.599
2434	1068341.668
2435	1068188.334
2436	1068079.844
2437	1068000.848
2438	1067964.589
2439	1067864.492
2440	1067761.82
2441	1067570.501
2442	1067526.741
2443	1067406.566
2444	1067268.112
2445	1067142.037
2446	1067090.723
2447	1067027.231
2448	1067013.792
2449	1066995.817
2450	1066926.252
2451	1066856.311
2452	1066781.745
2453	1066695.603
2454	1066645.02
2455	1066559.603
2456	1066499.566
2457	1066485.095
2458	1066412.083
2459	1066361.906
2460	1066253.82
2461	1066144.585
2462	1066032.708
2463	1065944.331
2464	1065897.806
2465	1065858.648
2466	1065755.212
2467	1065722.174
2468	1065582.311
2469	1065415.005
2470	1065359.631
2471	1065335.238
2472	1065172.982
2473	1065079.048
2474	1064912.936
2475	1064828.572
2476	1064731.061
2477	1064661.298
2478	1064605.793
2479	1064568.63
2480	1064508.113
2481	1064461.137
2482	1064340.431
2483	1064262.761
2484	1064229.513
2485	1064076.237
2486	1063968.008
2487	1063951.23
2488	1063708.983
2489	1063675.352
2490	1063550.793
2491	1063445.875
2492	1063348.985
2493	1063263.019
2494	1063218.578
2495	1063086.718
2496	1063054.357
2497	1062972.974
2498	1062946.15
2499	1062900.334
2500	1062858.564
2501	1062793.322
2502	1062710.182
2503	1062557.065
2504	1062512.959
2505	1062499.437
2506	1062415.633
2507	1062376.066
2508	1062255.046
2509	1062216.867
2510	1062150.166
2511	1062034.574
2512	1061971.349
2513	1061947.758
2514	1061914.081
2515	1061824.616
2516	1061762.036
2517	1061581.586
2518	1061546.981
2519	1061503.736
2520	1061445.3
2521	1061353.877
2522	1061186.267
2523	1061135.671
2524	1061062.542
2525	1060965.991
2526	1060848.413
2527	1060774.691
2528	1060722.206
2529	1060613.988
2530	1060602.399
2531	1060545.943
2532	1060474.863
2533	1060432.714
2534	1060406.229
2535	1060357.329
2536	1060293.779
2537	1060194.674
2538	1060149.943
2539	1059832.277
2540	1059773.791
2541	1059752.036
2542	1059650.057
2543	1059612.987
2544	1059434.322
2545	1059367.172
2546	1059310.236
2547	1059291.393
2548	1059240.892
2549	1059221.041
2550	1059204.434
2551	1059173.591
2552	1059155.781
2553	1059063.379
2554	1058872.278
2555	1058766.293
2556	1058752.783
2557	1058679.563
2558	1058597.097
2559	1058582.327
2560	1058553.421
2561	1058436.645
2562	1058400.785
2563	1058311.585
2564	1058281.59
2565	1058132.478
2566	1058104.91
2567	1058100.705
2568	1058051.349
2569	1058024.438
2570	1057966.764
2571	1057926.191
2572	1057835.155
2573	1057689.392
2574	1057640.885
2575	1057640.661
2576	1057583.241
2577	1057496.972
2578	1057420.844
2579	1057398.046
2580	1057373.573
2581	1057312.482
2582	1057216.016
2583	1057144.484
2584	1057054.026
2585	1057007.759
2586	1056976.134
2587	1056889.039
2588	1056798.338
2589	1056776.148
2590	1056775.487
2591	1056743.213
2592	1056629.078
2593	1056579.15
2594	1056489.239
2595	1056481.073
2596	1056287.313
2597	1056184.505
2598	1056091.607
2599	1056072.925
2600	1056039.976
2601	1056015.246
2602	1055983.891
2603	1055884.806
2604	1055779.831
2605	1055635.504
2606	1055613.718
2607	1055584.37
2608	1055533.34
2609	1055463.106
2610	1055405.76
2611	1055365.441
2612	1055331.261
2613	1055241.55
2614	1055184.581
2615	1055057.017
2616	1054963.496
2617	1054900.779
2618	1054823.819
2619	1054778.758
2620	1054735.416
2621	1054723.258
2622	1054713.5
2623	1054684.784
2624	1054651.929
2625	1054575.473
2626	1054470.507
2627	1054442.052
2628	1054399.447
2629	1054326.28
2630	1054286.359
2631	1054171.192
2632	1054142.568
2633	1054115.225
2634	1054079.019
2635	1053989.349
2636	1053949.001
2637	1053893.325
2638	1053825.587
2639	1053790.567
2640	1053747.326
2641	1053714.137
2642	1053491.571
2643	1053373.185
2644	1053183.115
2645	1053164.993
2646	1053142.72
2647	1053043.261
2648	1052974.301
2649	1052859.157
2650	1052789.658
2651	1052771.272
2652	1052679.802
2653	1052495.198
2654	1052495.126
2655	1052372.887
2656	1052285.445
2657	1052178.682
2658	1052082.756
2659	1052067.947
2660	1051998.009
2661	1051898.988
2662	1051830.8
2663	1051788.174
2664	1051719.063
2665	1051639.531
2666	1051568.993
2667	1051479.851
2668	1051456.287
2669	1051392.495
2670	1051365.852
2671	1051328.519
2672	1051207.332
2673	1051192.899
2674	1050961.686
2675	1050871.257
2676	1050788.103
2677	1050758.003
2678	1050621.273
2679	1050514.173
2680	1050453.479
2681	1050333.013
2682	1050255.235
2683	1050202.348
2684	1050154.867
2685	1050086.351
2686	1050031.397
2687	1049877.826
2688	1049834.55
2689	1049777.258
2690	1049650.659
2691	1049592.338
2692	1049533.945
2693	1049353.469
2694	1049352.859
2695	1049180.244
2696	1049133.616
2697	1049122.16
2698	1049060.028
2699	1049028.352
2700	1048932.355
2701	1048903.798
2702	1048876.416
2703	1048845.052
2704	1048802.13
2705	1048784.091
2706	1048635.69
2707	1048494.857
2708	1048465.738
2709	1048386.808
2710	1048341.145
2711	1048191.019
2712	1048050.965
2713	1047935.916
2714	1047893.398
2715	1047830.221
2716	1047802.777
2717	1047781.651
2718	1047744.21
2719	1047713.381
2720	1047509.943
2721	1047298.83
2722	1047273.267
2723	1047189.894
2724	1047119.733
2725	1047004.478
2726	1046969.816
2727	1046935.228
2728	1046855.52
2729	1046852.108
2730	1046813.004
2731	1046747.418
2732	1046595.017
2733	1046578.216
2734	1046520.673
2735	1046456.467
2736	1046440.538
2737	1046402.471
2738	1046338.755
2739	1046297.022
2740	1046262.99
2741	1046109.224
2742	1045811.186
2743	1045766.969
2744	1045590.721
2745	1045433.333
2746	1045298.048
2747	1045154.838
2748	1045107.769
2749	1045036.569
2750	1044927.512
2751	1044875.319
2752	1044849.114
2753	1044814.035
2754	1044755.85
2755	1044736.882
2756	1044686.578
2757	1044618.918
2758	1044562.833
2759	1044445.088
2760	1044392.633
2761	1044326.592
2762	1044293.719
2763	1044102.429
2764	1044056.003
2765	1043934.153
2766	1043777.221
2767	1043713.726
2768	1043678.533
2769	1043562.352
2770	1043425.029
2771	1043269.068
2772	1043220.593
2773	1043191.063
2774	1043121.608
2775	1043020.369
2776	1042927.507
2777	1042873.874
2778	1042617.059
2779	1042555.943
2780	1042456.456
2781	1042184.513
2782	1042132.2
2783	1042041.46
2784	1042018.304
2785	1041954.911
2786	1041923.702
2787	1041797.22
2788	1041724.445
2789	1041702.629
2790	1041627.871
2791	1041599.35
2792	1041545.798
2793	1041468.383
2794	1041434.329
2795	1041351.677
2796	1041288.206
2797	1041236.846
2798	1041162.996
2799	1041056.746
2800	1040996.791
2801	1040842.368
2802	1040781.284
2803	1040752.257
2804	1040707.642
2805	1040445.934
2806	1040386.449
2807	1040174.916
2808	1040068.016
2809	1040009.259
2810	1039841.19
2811	1039702.854
2812	1039666.946
2813	1039641.109
2814	1039514.948
2815	1039364.537
2816	1039269.532
2817	1039234.437
2818	1039159.123
2819	1039103.598
2820	1039048.726
2821	1039000.029
2822	1038951.913
2823	1038907.976
2824	1038808.836
2825	1038707.169
2826	1038417.818
2827	1038284.332
2828	1038214.468
2829	1038142.228
2830	1038051.99
2831	1037982.023
2832	1037872.233
2833	1037834.116
2834	1037666.146
2835	1037623.27
2836	1037559.218
2837	1037500.814
2838	1037492.352
2839	1037459.084
2840	1037420.516
2841	1037140.379
2842	1037004.504
2843	1036933.946
2844	1036728.124
2845	1036604.393
2846	1036503.943
2847	1036456.815
2848	1036386.631
2849	1036306.742
2850	1036291.297
2851	1036183.586
2852	1036155.503
2853	1036063.448
2854	1035976.105
2855	1035713.28
2856	1035616.933
2857	1035566.918
2858	1035520.592
2859	1035500.704
2860	1035457.168
2861	1035337.668
2862	1035235.129
2863	1035196.932
2864	1035105.54
2865	1035092.292
2866	1035074.731
2867	1035045.065
2868	1034968.821
2869	1034908.563
2870	1034868.531
2871	1034764.342
2872	1034694.222
2873	1034577.1
2874	1034551.147
2875	1034521.621
2876	1034396.461
2877	1034373.069
2878	1034290.263
2879	1034273.463
2880	1034223.663
2881	1034199.05
2882	1034122.297
2883	1034060.278
2884	1034001.073
2885	1033906.677
2886	1033807.17
2887	1033696.352
2888	1033674.041
2889	1033654.904
2890	1033501.608
2891	1033457.195
2892	1033290.455
2893	1033201.48
2894	1033096.102
2895	1032916.776
2896	1032858.964
2897	1032771.128
2898	1032704.049
2899	1032657.92
2900	1032616.11
2901	1032340.186
2902	1032100.505
2903	1032046.265
2904	1032020.958
2905	1031887.049
2906	1031743.377
2907	1031723.258
2908	1031612.181
2909	1031545.535
2910	1031454.504
2911	1031386.581
2912	1031300.777
2913	1031184.244
2914	1031147.716
2915	1031091.857
2916	1031061.237
2917	1031003.698
2918	1030972.93
2919	1030924.517
2920	1030889.347
2921	1030802.522
2922	1030773.874
2923	1030720.871
2924	1030660.891
2925	1030636.257
2926	1030558.507
2927	1030549.11
2928	1030488.617
2929	1030455.633
2930	1030415.533
2931	1030379.805
2932	1030289.547
2933	1030205.744
2934	1030137.761
2935	1030125.244
2936	1030103.612
2937	1029977.327
2938	1029836.381
2939	1029796.7
2940	1029683.228
2941	1029631.629
2942	1029522.207
2943	1029417.309
2944	1029351.557
2945	1029287.511
2946	1029176.488
2947	1029096.505
2948	1029079.654
2949	1029033.1
2950	1029003.878
2951	1028945.122
2952	1028855.971
2953	1028804.357
2954	1028735.872
2955	1028713.008
2956	1028692.338
2957	1028600.633
2958	1028535.692
2959	1028214.064
2960	1028074.076
2961	1027994.125
2962	1027913.498
2963	1027886.702
2964	1027843.863
2965	1027680.369
2966	1027658.896
2967	1027603.406
2968	1027492.405
2969	1027416.456
2970	1027397.442
2971	1027376.504
2972	1027315.637
2973	1027262.735
2974	1027153.229
2975	1027008.752
2976	1026969.173
2977	1026939.134
2978	1026903.925
2979	1026779.795
2980	1026680.864
2981	1026588.745
2982	1026499.328
2983	1026435.308
2984	1026411.974
2985	1026351.698
2986	1026321.912
2987	1026310.747
2988	1026234.951
2989	1026191.244
2990	1026040.662
2991	1025961.753
2992	1025889.439
2993	1025853.868
2994	1025838.714
2995	1025713.161
2996	1025696.377
2997	1025623.339
2998	1025617.013
2999	1025588.875
3000	1025531.593
3001	1025373.19
3002	1025337.266
3003	1025292.355
3004	1025266.727
3005	1025091.196
3006	1024928.997
3007	1024870.441
3008	1024785.483
3009	1024753.186
3010	1024725.341
3011	1024664.026
3012	1024540.843
3013	1024456.896
3014	1024431.773
3015	1024396.888
3016	1024339.482
3017	1024277.322
3018	1024255.25
3019	1023902.421
3020	1023858.501
3021	1023808.854
3022	1023743.888
3023	1023650.336
3024	1023446.876
3025	1023312.704
3026	1023239.595
3027	1023172.349
3028	1023108.839
3029	1022977.914
3030	1022921.025
3031	1022847.845
3032	1022791.669
3033	1022760.757
3034	1022663.915
3035	1022517.272
3036	1022444.736
3037	1022326.417
3038	1022259.296
3039	1022227.695
3040	1022123.975
3041	1022087.228
3042	1022007.304
3043	1021937.365
3044	1021877.183
3045	1021751.504
3046	1021713.832
3047	1021524.595
3048	1021489.213
3049	1021440.387
3050	1021353.35
3051	1021256.111
3052	1021216.236
3053	1021147.752
3054	1021083.529
3055	1021059.26
3056	1020984.139
3057	1020905.926
3058	1020880.968
3059	1020828.433
3060	1020734.35
3061	1020673.62
3062	1020611.833
3063	1020478.616
3064	1020462.602
3065	1020410.181
3066	1020292.781
3067	1020228.495
3068	1020135.067
3069	1019952.349
3070	1019937.213
3071	1019908.024
3072	1019841.863
3073	1019809.125
3074	1019775.933
3075	1019721.152
3076	1019682.228
3077	1019592.821
3078	1019553.361
3079	1019532.782
3080	1019485.512
3081	1019459.254
3082	1019426.835
3083	1019349.598
3084	1019268.436
3085	1019206.811
3086	1019168.921
3087	1019159.929
3088	1019071.193
3089	1019001.116
3090	1018856.768
3091	1018815.289
3092	1018786.995
3093	1018694.783
3094	1018662.153
3095	1018635.046
3096	1018598.232
3097	1018548.33
3098	1018519.014
3099	1018495.61
3100	1018443.029
3101	1018359.054
3102	1018315.562
3103	1018258.347
3104	1018240.872
3105	1018183.046
3106	1018148.577
3107	1018111.401
3108	1018063.889
3109	1017942.05
3110	1017864.204
3111	1017794.67
3112	1017779.082
3113	1017703.232
3114	1017586.725
3115	1017500.882
3116	1017453.381
3117	1017372.116
3118	1017332.214
3119	1017267.875
3120	1017250.662
3121	1017207.585
3122	1017067.206
3123	1016990.721
3124	1016879.249
3125	1016844.612
3126	1016755.398
3127	1016694.53
3128	1016645.525
3129	1016536.853
3130	1016493.898
3131	1016453
3132	1016394.748
3133	1016372.784
3134	1016331.36
3135	1016256.317
3136	1016127.752
3137	1016100.485
3138	1016075.768
3139	1016020.595
3140	1015967.893
3141	1015952.094
3142	1015883.871
3143	1015853.143
3144	1015798.301
3145	1015712.49
3146	1015602.933
3147	1015509.225
3148	1015475.72
3149	1015389.023
3150	1015301.952
3151	1015240.352
3152	1015128.845
3153	1015059.984
3154	1014963.713
3155	1014801.925
3156	1014719.515
3157	1014693.887
3158	1014643.843
3159	1014577.954
3160	1014525.389
3161	1014253.036
3162	1014158.613
3163	1014105.554
3164	1014042.737
3165	1013971.119
3166	1013810.271
3167	1013776.386
3168	1013478.671
3169	1013428.5
3170	1013377.452
3171	1013266.328
3172	1013205.773
3173	1013136.983
3174	1012996.946
3175	1012990.092
3176	1012953.854
3177	1012888.943
3178	1012810.128
3179	1012760.141
3180	1012735.445
3181	1012636.741
3182	1012516.41
3183	1012341.555
3184	1012262.189
3185	1012226.848
3186	1012144.692
3187	1012030.575
3188	1011957.607
3189	1011915.312
3190	1011860.815
3191	1011830.539
3192	1011793.702
3193	1011749.299
3194	1011663.226
3195	1011565.492
3196	1011433.596
3197	1011420.324
3198	1011386.192
3199	1011307.268
3200	1011231.981
3201	1011198.58
3202	1011175.504
3203	1011127.273
3204	1011066.086
3205	1011034.821
3206	1010928.069
3207	1010817.322
3208	1010766.457
3209	1010723.124
3210	1010690.141
3211	1010604.441
3212	1010568.693
3213	1010509.045
3214	1010395.769
3215	1010274.26
3216	1010160.32
3217	1010085.791
3218	1010038.917
3219	1010015.349
