iter	MAE
723	1356448.008
724	1355792.656
725	1355426.554
726	1354647.893
727	1354389.42
728	1354213.199
729	1353765.523
730	1353153.02
731	1352681.616
732	1352548.133
733	1352299.694
734	1351659.993
735	1351326.334
736	1351084.239
737	1350847.03
738	1350625.994
739	1350052.941
740	1349890.632
741	1349611.766
742	1349408.356
743	1349277.446
744	1349143.979
745	1348795.219
746	1348398.445
747	1348067.719
748	1347948.16
749	1347590.977
750	1347152.066
751	1346901.658
752	1346511.566
753	1345952.909
754	1345623.971
755	1345246.32
756	1344896.521
757	1344669.114
758	1344380.299
759	1343413.696
760	1342848.136
761	1342549.553
762	1341963.999
763	1341601.348
764	1341428.202
765	1341015.724
766	1340664.088
767	1340292.129
768	1340072.21
769	1339551.803
770	1339098.539
771	1338702.689
772	1338571.726
773	1338293.836
774	1337976.122
775	1337884.316
776	1337475.31
777	1337150.678
778	1337007.784
779	1336702.277
780	1336507.604
781	1336277.143
782	1336013.887
783	1335658.528
784	1335048.073
785	1334955.182
786	1334791.461
787	1334552.412
788	1334350.841
789	1334158.4
790	1333889.017
791	1333543.227
792	1333248.852
793	1333056.844
794	1332489.293
795	1332222.14
796	1332022.601
797	1331544.168
798	1331278.211
799	1331011.791
800	1330918.616
801	1330809.67
802	1330443.679
803	1330291.819
804	1330041.731
805	1329611.152
806	1329452.952
807	1329074.973
808	1328836.396
809	1328605.949
810	1328390.203
811	1328082.881
812	1327872.365
813	1327760.251
814	1327210.319
815	1326821.631
816	1326422.605
817	1326061.139
818	1325606.208
819	1325429.677
820	1325195.139
821	1324953.901
822	1324715.232
823	1324443.082
824	1324066.827
825	1323817.882
826	1323607.716
827	1323274.256
828	1323092.765
829	1322694.839
830	1322398.948
831	1322048.096
832	1321920.477
833	1321795.958
834	1321633.48
835	1321422.035
836	1320843.726
837	1320652.581
838	1320323.109
839	1320170.577
840	1319884.136
841	1319809.411
842	1319430.111
843	1319196.693
844	1318810.391
845	1318634.683
846	1318408.395
847	1318156.571
848	1318085.113
849	1317890.517
850	1317710.392
851	1317112.555
852	1316833.53
853	1316314.008
854	1316134.691
855	1315900.508
856	1315600.732
857	1315463.102
858	1315168.393
859	1315063.287
860	1314826.142
861	1314592.358
862	1314425.627
863	1314092.187
864	1313882.975
865	1313690.316
866	1312977.5
867	1312859.05
868	1312382.888
869	1312038.081
870	1311811.47
871	1311645.502
872	1311389.077
873	1311151.472
874	1310700.43
875	1310368.363
876	1310221.023
877	1310016.506
878	1309799.343
879	1309710.786
880	1309351.762
881	1308745.735
882	1308492.551
883	1308356.135
884	1307947.556
885	1307628.755
886	1307507.008
887	1307303.001
888	1307065.538
889	1306913.806
890	1306122.387
891	1305887.714
892	1305753.821
893	1305290.21
894	1304971.18
895	1304809.339
896	1304697.799
897	1304242.216
898	1304111.037
899	1303902.18
900	1303686.922
901	1303223.966
902	1303075.006
903	1302749.481
904	1302537.164
905	1302042.978
906	1301914.687
907	1301793.044
908	1301704.853
909	1301451.802
910	1301017.585
911	1300713.552
912	1300562.792
913	1300224.164
914	1299778.906
915	1299093.229
916	1298869.931
917	1298554.75
918	1298411.592
919	1298095.404
920	1297744.656
921	1297584.431
922	1297425.741
923	1297282.31
924	1296724.563
925	1296341.901
926	1296152.849
927	1295735.09
928	1295406.71
929	1295124.883
930	1294894.324
931	1294819.65
932	1294694.285
933	1294588.676
934	1294403.501
935	1294209.578
936	1294060.232
937	1293640.771
938	1293435.062
939	1293111.222
940	1292958.056
941	1292718.752
942	1292486.611
943	1292332.556
944	1291851.199
945	1291502.733
946	1291389.57
947	1291263.685
948	1290911.925
949	1290522.607
950	1290276.971
951	1289951.699
952	1289770.826
953	1289249.379
954	1288869.982
955	1288652.762
956	1288333.023
957	1288163.255
958	1287939.462
959	1287788.384
960	1287550.701
961	1287342.202
962	1286852.984
963	1286713.094
964	1286576.838
965	1286318.174
966	1286202.819
967	1286081.437
968	1285451.184
969	1285258.565
970	1285111.274
971	1284927.565
972	1284674.239
973	1284421.667
974	1284141.707
975	1283920.853
976	1283476.875
977	1283318.314
978	1282995.311
979	1282618.008
980	1282340.339
981	1282159.283
982	1282051.182
983	1281849.577
984	1281189.546
985	1280501.139
986	1280080.382
987	1279938.899
988	1279838.1
989	1279632.539
990	1279353.584
991	1279212.345
992	1279030.402
993	1278759.98
994	1278465.123
995	1278009.884
996	1277919.891
997	1277537.909
998	1277118.007
999	1276645.713
1000	1276345.473
1001	1276121.474
1002	1275999.829
1003	1275838.681
1004	1275711.172
1005	1275614.44
1006	1275345.518
1007	1275106.755
1008	1274708.314
1009	1274185.803
1010	1273999.665
1011	1273846.762
1012	1273618.379
1013	1273489.515
1014	1273263.622
1015	1273122.674
1016	1272915.897
1017	1272871.816
1018	1272745.022
1019	1272519.746
1020	1272165.892
1021	1272033.921
1022	1271971.413
1023	1271452.714
1024	1271279.498
1025	1271108.237
1026	1270864.55
1027	1270479.833
1028	1270196.381
1029	1270041.307
1030	1269675.002
1031	1269443.91
1032	1269303.958
1033	1269206.687
1034	1268960.262
1035	1268655.303
1036	1268418.117
1037	1268303.957
1038	1268078.429
1039	1267911.915
1040	1267466.346
1041	1267265.195
1042	1266988.879
1043	1266664.278
1044	1266150.285
1045	1265834.333
1046	1265702.3
1047	1265563.695
1048	1265472.206
1049	1265193.46
1050	1264914.765
1051	1264705.004
1052	1264674.392
1053	1264313.691
1054	1264028.469
1055	1263725.548
1056	1263548.446
1057	1263294.562
1058	1263106.505
1059	1262910.119
1060	1262773.998
1061	1262701.398
1062	1262529.933
1063	1262130.943
1064	1261631.479
1065	1261427.179
1066	1260917.285
1067	1260773.775
1068	1260582.265
1069	1260502.163
1070	1260365.81
1071	1260239.264
1072	1260012.204
1073	1259747.592
1074	1259487.728
1075	1259111.039
1076	1258735.854
1077	1258522.325
1078	1258306.669
1079	1258149.509
1080	1257808.683
1081	1257627.194
1082	1257076.048
1083	1256953.758
1084	1256699.862
1085	1256551.53
1086	1256219.807
1087	1255978.805
1088	1255835.049
1089	1255674.039
1090	1255481.551
1091	1255320.783
1092	1255202.393
1093	1254511.675
1094	1254399.9
1095	1254114.197
1096	1253722.368
1097	1253601.314
1098	1253318.834
1099	1253203.358
1100	1252829.802
1101	1252693.815
1102	1252460.678
1103	1252276.509
1104	1252167.909
1105	1251840.892
1106	1251722.43
1107	1251623.228
1108	1251526.465
1109	1251293.356
1110	1251064.665
1111	1250811.027
1112	1250276.48
1113	1250074.347
1114	1249622.576
1115	1249468.921
1116	1249091.483
1117	1249028.169
1118	1248839.82
1119	1248686.456
1120	1248393.13
1121	1248186.488
1122	1247961.31
1123	1247784.268
1124	1247488.261
1125	1247319.507
1126	1246969.904
1127	1246784.752
1128	1246732.416
1129	1246486.528
1130	1246325.296
1131	1246142.24
1132	1245981.518
1133	1245846.49
1134	1245787.391
1135	1245439.806
1136	1245168.557
1137	1244996.566
1138	1244824.136
1139	1244386.344
1140	1244016.003
1141	1243852.524
1142	1243610.096
1143	1243404.323
1144	1243290.703
1145	1243142.448
1146	1242908.944
1147	1242591.927
1148	1242432.128
1149	1242271.845
1150	1241959.346
1151	1241866.081
1152	1241695.383
1153	1241271.853
1154	1241162.969
1155	1241108.06
1156	1240739.933
1157	1240584.417
1158	1240138.736
1159	1240027.385
1160	1239773.463
1161	1239312.108
1162	1239174.996
1163	1238772.146
1164	1238549.53
1165	1238361.852
1166	1238174.621
1167	1238086.867
1168	1237962.836
1169	1237721.059
1170	1237359.805
1171	1237281.687
1172	1237174.174
1173	1236916.364
1174	1236235.101
1175	1236148.669
1176	1235885.386
1177	1235477.321
1178	1235285.456
1179	1235138.222
1180	1234786.807
1181	1234689.935
1182	1234566.809
1183	1234299.226
1184	1233981.324
1185	1233842.935
1186	1233681.902
1187	1233331.653
1188	1233203.278
1189	1233073.042
1190	1232952.157
1191	1232749.863
1192	1232364.584
1193	1232127.417
1194	1231974.94
1195	1231894.766
1196	1231611.816
1197	1231429.302
1198	1231226.323
1199	1231138.249
1200	1230811.938
1201	1230665.057
1202	1230408.347
1203	1230276.516
1204	1230122.066
1205	1229983.747
1206	1229804.077
1207	1229506.675
1208	1229150.037
1209	1229005.31
1210	1228890.494
1211	1228557.776
1212	1228308.103
1213	1228238.216
1214	1228062.604
1215	1227980.765
1216	1227863.323
1217	1227723.692
1218	1227620.813
1219	1227472.766
1220	1227308.415
1221	1226891.337
1222	1226641.339
1223	1226462.229
1224	1226325.548
1225	1226058.819
1226	1225982.051
1227	1225759.638
1228	1225630.552
1229	1225488.668
1230	1225327.527
1231	1225142.124
1232	1225046.826
1233	1224842.969
1234	1224537.644
1235	1224398.121
1236	1224270.112
1237	1224107.754
1238	1223981.403
1239	1223911.721
1240	1223692.538
1241	1223480.109
1242	1223245.778
1243	1223189.329
1244	1223121.34
1245	1222764.784
1246	1222578.599
1247	1222410.438
1248	1222330.68
1249	1222103.008
1250	1221766.059
1251	1221374.624
1252	1221290.819
1253	1221198.587
1254	1221061.452
1255	1220985.56
1256	1220906.637
1257	1220731.375
1258	1220561.906
1259	1220256.86
1260	1220109.807
1261	1219989.902
1262	1219846.886
1263	1219713.651
1264	1219503.075
1265	1219275.857
1266	1218838.737
1267	1218657.269
1268	1218556.753
1269	1218495.442
1270	1218318.313
1271	1218067.632
1272	1217877.441
1273	1217754.32
1274	1217626.963
1275	1217429.855
1276	1217153.477
1277	1217022.654
1278	1216929.291
1279	1216864.795
1280	1216671.908
1281	1216392.783
1282	1216265.067
1283	1216176.28
1284	1216052.735
1285	1215832.706
1286	1215699.969
1287	1215606.815
1288	1215447.123
1289	1215338.606
1290	1215243.408
1291	1215049.5
1292	1214805.306
1293	1214548.205
1294	1214450.451
1295	1214242.251
1296	1213982.136
1297	1213547.853
1298	1213339.047
1299	1213187.332
1300	1213033.971
1301	1212889.557
1302	1212569.826
1303	1212466.865
1304	1212122.201
1305	1211990.689
1306	1211758.136
1307	1211593.391
1308	1211517.534
1309	1211443.503
1310	1211124.211
1311	1210925.445
1312	1210815.652
1313	1210696.843
1314	1210477.006
1315	1210426.077
1316	1210335.618
1317	1210046.461
1318	1209754.541
1319	1209460.084
1320	1209236.948
1321	1209196.52
1322	1209000.765
1323	1208826.464
1324	1208363.483
1325	1208303.168
1326	1207879.92
1327	1207697.144
1328	1207468.152
1329	1207300.196
1330	1207141.052
1331	1206924.334
1332	1206649.372
1333	1206450.454
1334	1206409.728
1335	1206211.344
1336	1206125.576
1337	1206032.935
1338	1205978.545
1339	1205793.123
1340	1205530.021
1341	1205465.382
1342	1205369.568
1343	1205082.466
1344	1204999.816
1345	1204943.01
1346	1204644.795
1347	1204540.659
1348	1204439.969
1349	1204363.045
1350	1204063.564
1351	1203976.668
1352	1203898.878
1353	1203769.471
1354	1203336.542
1355	1203154.524
1356	1203030.505
1357	1202904.523
1358	1202787.177
1359	1202590.946
1360	1202402.73
1361	1202233.903
1362	1202011.833
1363	1201751.34
1364	1201542.079
1365	1201298.79
1366	1200984.18
1367	1200751.892
1368	1200577.443
1369	1200477.86
1370	1200136.97
1371	1199873.883
1372	1199654.318
1373	1199435.227
1374	1199385.887
1375	1199258.685
1376	1199086.644
1377	1198970.231
1378	1198891.654
1379	1198798.812
1380	1198605.785
1381	1198282.591
1382	1198178.43
1383	1198144.054
1384	1197982.181
1385	1197823.875
1386	1197723.7
1387	1197489.186
1388	1197156.566
1389	1197017.159
1390	1196850.816
1391	1196618.843
1392	1196355.388
1393	1196269.165
1394	1196240.771
1395	1196033.323
1396	1195890.418
1397	1195772.756
1398	1195683.329
1399	1195623.74
1400	1195554.239
1401	1195487.12
1402	1195390.555
1403	1195373.776
1404	1195185.905
1405	1195039.905
1406	1194958.26
1407	1194759.973
1408	1194644.227
1409	1194511.235
1410	1194298.01
1411	1194021.286
1412	1193882.928
1413	1193759.115
1414	1193579.189
1415	1193508.092
1416	1193332.002
1417	1193206.911
1418	1193147.899
1419	1192917
1420	1192606.044
1421	1192452.114
1422	1192363.194
1423	1192199.093
1424	1192081.865
1425	1192041.593
1426	1191946.698
1427	1191861.151
1428	1191746.336
1429	1191626.292
1430	1191308.137
1431	1191070.597
1432	1190801.723
1433	1190623.868
1434	1190539.24
1435	1190140.841
1436	1189874.787
1437	1189724.084
1438	1189595.926
1439	1189505.855
1440	1189340.325
1441	1189239.695
1442	1189066.449
1443	1188960.567
1444	1188402.807
1445	1188100.171
1446	1187866.518
1447	1187757.171
1448	1187668.016
1449	1187567.724
1450	1187442.658
1451	1187115.524
1452	1186944.117
1453	1186545.175
1454	1186468.956
1455	1185951.793
1456	1185891.69
1457	1185730.636
1458	1185503.159
1459	1185377.387
1460	1185261.533
1461	1185129.692
1462	1185092.4
1463	1184867.657
1464	1184705.408
1465	1184384.865
1466	1184128.895
1467	1183931.185
1468	1183762.829
1469	1183641.738
1470	1183475.64
1471	1183397.033
1472	1183329.411
1473	1183261.334
1474	1183140.962
1475	1183061.357
1476	1182817.244
1477	1182690.717
1478	1182585.605
1479	1182365.816
1480	1181970.544
1481	1181818.838
1482	1181579.656
1483	1181476.544
1484	1181271.16
1485	1181218.8
1486	1181093.991
1487	1181020.99
1488	1180771.93
1489	1180683.582
1490	1180610.209
1491	1180550.944
1492	1180473.973
1493	1180220.253
1494	1180132.688
1495	1179817.936
1496	1179748.612
1497	1179595.482
1498	1179456.064
1499	1179306.091
1500	1179223.018
1501	1179179.84
1502	1179050.152
1503	1178943.066
1504	1178732.013
1505	1178414.36
1506	1178057.094
1507	1177789.493
1508	1177687.376
1509	1177453.343
1510	1177331.682
1511	1177251.514
1512	1176978.922
1513	1176700.583
1514	1176618.83
1515	1176396.201
1516	1176236.257
1517	1176172.932
1518	1175990.173
1519	1175890.195
1520	1175700.476
1521	1175594.725
1522	1175430.236
1523	1175190.75
1524	1175150.665
1525	1174971.981
1526	1174857.937
1527	1174634.692
1528	1174403.784
1529	1174211.35
1530	1174186.446
1531	1174078.707
1532	1174004.078
1533	1173825.972
1534	1173197.788
1535	1173081.099
1536	1172970.678
1537	1172937.951
1538	1172787.265
1539	1172714.203
1540	1172605.9
1541	1172433.766
1542	1172199.248
1543	1171918.294
1544	1171808.732
1545	1171567.867
1546	1171412.175
1547	1171280.158
1548	1170973.686
1549	1170722.444
1550	1170508.587
1551	1170389.296
1552	1170310.242
1553	1170188.333
1554	1170058.191
1555	1169901.392
1556	1169768.561
1557	1169635.982
1558	1169609.794
1559	1169525.488
1560	1169408.758
1561	1169337.054
1562	1169221.089
1563	1169161.499
1564	1169023.901
1565	1168888.709
1566	1168797.998
1567	1168579.918
1568	1168487.309
1569	1168288.663
1570	1168174.367
1571	1168010.836
1572	1167748.184
1573	1167595.837
1574	1167360.383
1575	1167281.506
1576	1167153.689
1577	1166984.026
1578	1166909.238
1579	1166777.98
1580	1166559.82
1581	1166506.144
1582	1166371.285
1583	1166173.138
1584	1165973.527
1585	1165680.313
1586	1165448.833
1587	1165398.827
1588	1165233.476
1589	1164983.425
1590	1164793.274
1591	1164691.13
1592	1164475.959
1593	1164374.381
1594	1164252.353
1595	1164156.256
1596	1163960.936
1597	1163796.522
1598	1163720.106
1599	1163697.823
1600	1163649.131
1601	1163485.367
1602	1163384.158
1603	1163139.7
1604	1162855.399
1605	1162683.248
1606	1162328.273
1607	1161931.336
1608	1161787.076
1609	1161717.672
1610	1161432.365
1611	1161266.807
1612	1161085.457
1613	1160891.601
1614	1160571.377
1615	1160423.987
1616	1160254.131
1617	1160054.907
1618	1159836.356
1619	1159758.598
1620	1159533.745
1621	1159430.16
1622	1159372.655
1623	1159175.514
1624	1158952.567
1625	1158799.154
1626	1158480.969
1627	1158370.177
1628	1158270.125
1629	1158141.115
1630	1158013.548
1631	1157889.732
1632	1157855.98
1633	1157777.532
1634	1157572.831
1635	1157466.621
1636	1157232.106
1637	1157177.489
1638	1157051.575
1639	1156864.867
1640	1156717.471
1641	1156459.597
1642	1156344.972
1643	1156087.819
1644	1155957.535
1645	1155640.524
1646	1155473.725
1647	1155307.509
1648	1155174.446
1649	1154866.805
1650	1154708.166
1651	1154630.704
1652	1154545.932
1653	1154456.812
1654	1154367.52
1655	1154220.014
1656	1154120.847
1657	1153826.132
1658	1153697.608
1659	1153671.865
1660	1153577.604
1661	1153327.54
1662	1153206.888
1663	1153096.874
1664	1152962.465
