wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,distance,azimuth
stalin,6,9.0,62.0,9.4,55.79311600000001,37.511481,17400000,7966.0,305.0
monolith,12,24.0,62.0,14.0,55.77634000000001,37.525109,17980000,6284.0,295.0
monolith,12,23.0,60.0,11.0,55.79705799999999,37.526825,19670000,7482.0,312.0
monolith,5,6.0,61.8,15.0,55.781626,37.580894,25647000,3934.0,326.0
wood,1,1.0,62.0,10.0,55.802492,37.505301,99900000,8903.0,309.0
monolith,12,24.0,60.0,12.0,55.865414,37.560098,10100000,13077.0,345.0
monolith,21,22.0,63.3,16.2,55.779757,37.53523300000001,20500000,5904.0,301.0
panel,17,17.0,63.0,13.0,55.871895,37.487173,15000000,15570.0,329.0
monolith,22,22.0,63.9,13.0,55.878793,37.539149,10290000,14887.0,341.0
panel,5,14.0,64.0,13.0,55.872501,37.513547,10500000,14844.0,335.0
brick,2,5.0,63.0,9.0,55.81101700000001,37.525989,11400000,8631.0,319.0
panel,5,12.0,63.9,6.7,55.88511,37.492733,8950000,16682.0,333.0
panel,9,17.0,64.0,14.0,55.86786899999999,37.526941,11800000,14027.0,337.0
panel,2,9.0,63.0,8.1,55.829876,37.570635,13000000,9097.0,342.0
monolith,8,36.0,64.0,15.0,55.83718100000001,37.497315,14700000,12024.0,322.0
panel,6,12.0,64.0,9.0,55.782922,37.578271,15299000,4146.0,326.0
monolith,9,40.0,64.0,14.0,55.774745,37.548609,16500000,4897.0,301.0
monolithBrick,6,17.0,64.0,12.6,55.781514,37.534029,17200000,6072.0,303.0
stalin,4,7.0,64.0,10.0,55.79434499999999,37.511877,18500000,8024.0,306.0
panel,1,9.0,64.0,6.0,55.877273,37.534056,8200000,14834.0,340.0
panel,4,12.0,63.0,8.5,55.86107,37.523321,9000000,13432.0,335.0
panel,5,12.0,64.0,9.3,55.87251600000001,37.494359,9500000,15402.0,331.0
panel,3,12.0,63.0,7.1,55.874733,37.465227,9600000,16583.0,325.0
panel,5,12.0,64.0,8.5,55.86013000000001,37.524722,10500000,13299.0,335.0
panel,3,9.0,64.0,7.0,55.86676800000001,37.496623,10980000,14777.0,330.0
panel,3,9.0,63.7,7.0,55.86676800000001,37.496623,10980000,14777.0,330.0
panel,7,9.0,63.0,8.0,55.892304,37.535772,11500000,16382.0,342.0
monolithBrick,10,15.0,64.0,12.0,55.88796800000001,37.537101,11773635,15897.0,342.0
panel,4,9.0,63.3,8.2,55.817385,37.517787,11800000,9504.0,320.0
monolithBrick,9,15.0,64.0,12.0,55.88796800000001,37.537101,11884000,15897.0,342.0
panel,2,17.0,63.7,13.0,55.86695,37.553172,11900000,13362.0,343.0
block,1,12.0,64.0,9.0,55.807157,37.500612,11999000,9460.0,310.0
monolithBrick,7,15.0,64.0,12.0,55.88796800000001,37.537101,11926000,15897.0,342.0
block,1,12.0,64.0,9.0,55.806373,37.49948,12400000,9459.0,310.0
monolith,16,18.0,63.0,15.0,55.858529,37.559847,12950000,12344.0,344.0
brick,1,6.0,63.1,7.5,55.785321,37.572639,13450000,4568.0,324.0
brick,1,6.0,63.0,7.5,55.785321,37.572639,13450000,4568.0,324.0
brick,2,8.0,64.0,8.5,55.81606,37.511463,13500000,9656.0,318.0
monolith,22,36.0,63.4,13.7,55.83718100000001,37.497315,13440700,12024.0,322.0
stalin,1,6.0,64.0,7.5,55.794285,37.512946,13500000,7966.0,306.0
monolithBrick,21,25.0,63.0,13.0,55.865823,37.474408,13790000,15440.0,325.0
panel,11,12.0,63.0,10.0,55.831767000000006,37.52095,13700000,10664.0,326.0
monolith,22,36.0,63.6,13.7,55.83718100000001,37.497315,13883880,12024.0,322.0
panel,17,17.0,64.0,13.0,55.83677700000001,37.530238,14980000,10832.0,330.0
brick,2,6.0,64.0,9.0,55.780102,37.559164,15890000,4712.0,311.0
brick,2,6.0,64.0,10.0,55.780102,37.559164,16000000,4712.0,311.0
monolith,9,35.0,64.0,11.0,55.774745,37.548609,16500000,4897.0,301.0
monolithBrick,9,37.0,64.0,12.0,55.774745,37.548609,16500000,4897.0,301.0
monolith,9,35.0,63.9,12.5,55.774745,37.548609,16500000,4897.0,301.0
monolithBrick,4,16.0,64.0,15.0,55.799937,37.505903,19000000,8697.0,308.0
monolith,6,6.0,63.0,15.0,55.780891,37.580984,35000000,3863.0,326.0
panel,1,9.0,64.0,6.0,55.892006,37.534299,8200000,16379.0,342.0
panel,1,9.0,64.0,6.0,55.877273,37.534056,8200000,14834.0,340.0
panel,7,12.0,63.2,6.6,55.86549,37.532592,8900000,13645.0,338.0
panel,8,12.0,63.0,7.0,55.880844,37.490748,9000000,16322.0,331.0
panel,7,12.0,63.5,6.5,55.875299,37.531029,9100000,14695.0,339.0
brick,5,5.0,63.5,7.0,55.83432,37.522656,9500000,10844.0,328.0
panel,8,9.0,63.2,6.0,55.894868,37.53172,9600000,16732.0,342.0
panel,13,14.0,63.0,8.0,55.871531,37.468605,10200000,16170.0,325.0
block,12,12.0,64.0,9.0,55.861999,37.46892800000001,10500000,15298.0,323.0
panel,8,17.0,63.0,7.7,55.855937,37.49815,11000000,13698.0,328.0
panel,4,9.0,63.0,8.2,55.829876,37.570635,11700000,9097.0,342.0
brick,3,12.0,63.0,10.0,55.811816,37.491826,12300000,10216.0,311.0
panel,4,14.0,64.0,9.0,55.848933,37.481109,12500000,13680.0,322.0
brick,4,12.0,64.0,11.0,55.808776,37.493228,13500000,9932.0,309.0
monolith,8,35.0,64.0,7.0,55.856649,37.481927,14280000,14335.0,324.0
brick,1,9.0,63.0,9.4,55.79311600000001,37.511481,14500000,7966.0,305.0
brick,4,6.0,63.0,10.0,55.78195,37.512487,14500000,7270.0,297.0
monolith,18,18.0,64.0,14.6,55.82510300000001,37.561455,15990000,8799.0,337.0
stalin,6,11.0,64.0,11.0,55.783286,37.55858900000001,18800000,4978.0,314.0
panel,2,9.0,63.3,6.0,55.86600000000001,37.565138,9980000,13059.0,346.0
monolith,17,19.0,66.2,12.0,55.948528,37.346317,7950000,27609.0,323.0
monolith,4,15.0,66.1,10.0,55.795444,37.526896,18400000,7360.0,311.0
monolithBrick,2,6.0,65.0,28.6,55.781053,37.570393,29500000,4286.0,319.0
monolith,11,15.0,65.8,11.7,55.88796800000001,37.537101,11690000,15897.0,342.0
brick,1,5.0,65.9,9.0,55.89556999999999,37.541207,9000000,16630.0,344.0
block,1,14.0,66.0,10.0,55.868405,37.543282,9100000,13710.0,341.0
monolith,14,15.0,65.0,11.5,55.88796800000001,37.537101,11719000,15897.0,342.0
monolith,4,26.0,66.0,30.0,55.84053299999999,37.493614,14000000,12460.0,322.0
monolith,4,26.0,65.7,15.0,55.84053299999999,37.493614,14000000,12460.0,322.0
panel,10,16.0,65.0,9.0,55.80066600000001,37.559011,14500000,6460.0,327.0
monolithBrick,10,32.0,65.0,8.0,55.80664599999999,37.542958,16500000,7584.0,323.0
monolith,19,32.0,66.4,12.0,55.80653,37.545995,17950000,7461.0,324.0
monolith,12,37.0,66.1,8.0,55.774745,37.548609,23500000,4897.0,301.0
brick,7,8.0,65.2,10.0,55.804182,37.535448,16500000,7668.0,319.0
panel,8,12.0,66.5,9.5,55.875935,37.510134,10399000,15281.0,334.0
panel,11,16.0,65.0,8.5,55.86174200000001,37.473168,13950000,15117.0,324.0
monolith,4,26.0,66.0,10.0,55.84073000000001,37.494404,16350000,12447.0,322.0
monolith,9,40.0,65.0,12.0,55.774745,37.548609,16400000,4897.0,301.0
monolithBrick,2,3.0,67.0,20.0,55.797341,37.522279,18500000,7717.0,311.0
panel,1,9.0,66.0,6.0,55.88124200000001,37.551187,9499999,14924.0,344.0
monolithBrick,11,25.0,65.8,12.0,55.88796800000001,37.537101,11700000,15897.0,342.0
panel,2,19.0,66.2,11.5,55.946602,37.35035900000001,7250000,27285.0,323.0
monolith,18,19.0,66.2,11.4,55.948528,37.346317,7400000,27609.0,323.0
panel,16,19.0,66.2,11.4,55.948528,37.346317,7650000,27609.0,323.0
panel,7,19.0,66.2,11.5,55.948528,37.346317,7950000,27609.0,323.0
panel,10,12.0,65.0,10.0,55.859559,37.517581,8800000,13441.0,333.0
brick,1,5.0,66.0,8.0,55.89556999999999,37.541207,9200000,16630.0,344.0
monolith,11,19.0,66.2,11.4,55.946602,37.35035900000001,9200000,27285.0,323.0
panel,11,12.0,66.4,9.0,55.863808,37.510556,9300000,14064.0,332.0
panel,11,17.0,66.0,9.0,55.876975,37.505157,9500000,15522.0,334.0
brick,3,6.0,65.2,15.0,55.774143,37.529789,9750000,5915.0,294.0
panel,1,14.0,67.0,10.0,55.86798,37.542374,10490000,13684.0,340.0
panel,11,12.0,65.0,9.0,55.868465,37.499785,10900000,14842.0,331.0
panel,11,12.0,65.0,6.5,55.864864,37.532592,11200000,13581.0,338.0
monolith,10,15.0,65.8,11.7,55.88796800000001,37.537101,11500000,15897.0,342.0
panel,4,12.0,65.0,7.5,55.849797,37.523088,11500000,12318.0,332.0
panel,9,16.0,66.4,7.5,55.858468,37.511454,11600000,13514.0,331.0
monolithBrick,12,15.0,65.0,12.0,55.88796800000001,37.537101,11786000,15897.0,342.0
monolithBrick,11,15.0,65.0,12.0,55.88796800000001,37.537101,11755000,15897.0,342.0
brick,2,5.0,65.0,8.0,55.79875300000001,37.572423,12000000,5849.0,332.0
block,4,12.0,65.0,10.0,55.861999,37.46892800000001,12000000,15298.0,323.0
monolith,3,24.0,65.0,20.3,55.880576,37.542096,12500000,15018.0,342.0
brick,3,5.0,67.0,8.5,55.82398000000001,37.525091,12690000,9804.0,325.0
brick,3,5.0,67.0,8.5,55.82398000000001,37.525091,12690000,9804.0,325.0
block,11,12.0,65.0,8.0,55.835503,37.529196,12750000,10742.0,330.0
monolithBrick,11,24.0,66.0,12.0,55.841261,37.494422,13200000,12494.0,323.0
panel,5,12.0,67.0,8.0,55.808027,37.566647,13500000,6933.0,334.0
monolith,13,36.0,65.2,11.4,55.83718100000001,37.497315,13640400,12024.0,322.0
monolith,8,36.0,66.4,13.1,55.83718100000001,37.497315,13572000,12024.0,322.0
monolith,8,36.0,66.4,13.1,55.83718100000001,37.497315,13572000,12024.0,322.0
panel,11,16.0,65.0,8.5,55.86174200000001,37.473168,14200000,15117.0,324.0
monolith,10,36.0,66.9,13.1,55.83718100000001,37.497315,14249700,12024.0,322.0
monolith,10,36.0,66.9,13.1,55.83718100000001,37.497315,14249700,12024.0,322.0
panel,11,16.0,65.0,7.8,55.86174200000001,37.473168,14290000,15117.0,324.0
monolith,12,36.0,66.7,13.1,55.83718100000001,37.497315,14287140,12024.0,322.0
block,11,14.0,65.0,9.5,55.778618,37.575585,14600000,3868.0,320.0
stalin,2,9.0,66.3,8.0,55.784951,37.576744,14800000,4387.0,326.0
brick,2,6.0,66.5,7.8,55.798915,37.542303,15000000,6943.0,319.0
brick,4,5.0,65.8,7.7,55.800484,37.51697,15500000,8198.0,311.0
block,8,8.0,65.7,8.0,55.835124,37.485933,15500000,12304.0,319.0
brick,2,8.0,65.5,8.0,55.807329,37.526124,15500000,8318.0,318.0
monolith,9,40.0,65.0,12.0,55.774745,37.548609,16390000,4897.0,301.0
monolith,9,40.0,65.0,12.0,55.774745,37.548609,16390000,4897.0,301.0
monolith,4,26.0,66.0,10.0,55.84073000000001,37.494404,16350000,12447.0,322.0
monolith,15,37.0,65.0,14.0,55.77500799999999,37.550289,16250000,4823.0,302.0
monolith,9,35.0,65.0,12.0,55.774745,37.548609,16500000,4897.0,301.0
brick,6,9.0,66.4,12.0,55.817092,37.50036,17000000,10221.0,315.0
brick,6,8.0,66.0,10.0,55.783554,37.571812,17200000,4443.0,322.0
brick,4,4.0,65.0,9.0,55.801936,37.516081,17750000,8346.0,312.0
monolith,19,32.0,66.4,12.0,55.80653,37.545995,17950000,7461.0,324.0
monolith,23,32.0,65.0,10.0,55.77472,37.551852,18000000,4722.0,302.0
monolith,15,34.0,66.3,10.0,55.80653,37.545995,18200000,7461.0,324.0
monolith,15,34.0,66.3,10.0,55.80653,37.545995,18200000,7461.0,324.0
monolith,4,15.0,66.1,10.0,55.795444,37.526896,18400000,7360.0,311.0
monolith,20,37.0,67.0,15.0,55.774745,37.548609,18500000,4897.0,301.0
monolith,11,23.0,67.0,14.0,55.799937,37.505903,19000000,8697.0,308.0
monolith,8,18.0,65.0,15.0,55.82510300000001,37.561455,20500000,8799.0,337.0
panel,1,14.0,67.0,9.0,55.851485,37.505606,8900000,13030.0,328.0
brick,4,5.0,66.0,9.0,55.833708,37.519809,9500000,10884.0,327.0
panel,9,16.0,65.2,8.0,55.894258,37.532502,9490000,16652.0,342.0
brick,4,5.0,65.0,12.0,55.828465,37.526133,10400000,10178.0,327.0
brick,5,8.0,65.4,9.3,55.814214,37.576007,10700000,7338.0,340.0
brick,1,9.0,65.0,7.0,55.810046,37.576618,10890000,6889.0,339.0
monolith,6,26.0,66.0,15.0,55.84053299999999,37.493614,11000000,12460.0,322.0
panel,18,19.0,66.3,12.0,55.869814,37.478863,11200000,15652.0,327.0
brick,1,7.0,66.3,7.6,55.782709,37.562604,11500000,4754.0,316.0
monolith,11,15.0,65.2,12.0,55.88796800000001,37.537101,11760750,15897.0,342.0
monolith,3,15.0,65.0,11.6,55.88796800000001,37.537101,11700000,15897.0,342.0
panel,6,12.0,65.0,8.0,55.857761,37.482331,11990000,14421.0,325.0
monolith,3,15.0,65.2,11.7,55.88796800000001,37.537101,12220000,15897.0,342.0
monolithBrick,21,24.0,65.9,22.1,55.879935,37.537101,12430000,15049.0,341.0
panel,13,14.0,65.0,8.2,55.849317000000006,37.482268,12500000,13669.0,322.0
brick,3,5.0,67.0,8.5,55.82398000000001,37.525091,12690000,9804.0,325.0
block,13,16.0,65.0,9.0,55.83320300000001,37.52890900000001,13500000,10531.0,329.0
brick,6,8.0,65.0,8.5,55.81166999999999,37.573115,13400000,7138.0,338.0
monolith,11,18.0,65.0,14.2,55.82510300000001,37.561455,15300000,8799.0,337.0
brick,6,6.0,65.0,9.0,55.822266000000006,37.494485,15800000,10890.0,316.0
monolith,9,35.0,65.0,12.0,55.774745,37.548609,16400000,4897.0,301.0
panel,3,17.0,67.0,13.0,55.781838,37.53314,17150000,6138.0,303.0
monolith,18,23.0,65.0,14.0,55.811482,37.496938,18400000,9950.0,312.0
monolith,20,37.0,65.2,10.0,55.774745,37.548609,18899000,4897.0,301.0
monolith,3,34.0,65.9,15.5,55.80664599999999,37.542958,20500000,7584.0,323.0
monolithBrick,4,19.0,67.0,19.0,55.784303,37.562775,21000000,4875.0,317.0
monolith,4,14.0,67.0,10.0,55.79369300000001,37.560574,23000000,5768.0,323.0
block,13,16.0,65.0,9.0,55.83320300000001,37.52890900000001,13500000,10531.0,329.0
brick,7,12.0,66.7,8.1,55.799396,37.526357,16490000,7680.0,313.0
monolith,4,24.0,68.9,10.1,55.880576,37.542096,9420000,15018.0,342.0
monolith,4,22.0,69.0,10.0,55.88063100000001,37.539347,9429729,15077.0,342.0
brick,4,5.0,68.0,8.0,55.774872,37.531442,13700000,5855.0,296.0
brick,1,6.0,68.3,9.9,55.78038000000001,37.513215,12700000,7152.0,296.0
block,9,14.0,68.9,10.0,55.819024,37.516844,13500000,9682.0,320.0
monolith,7,20.0,68.7,20.0,55.784303,37.562775,15300000,4875.0,317.0
block,4,16.0,68.5,9.0,55.890643,37.55947800000001,11200000,15810.0,347.0
panel,4,16.0,68.0,8.0,55.861226,37.554376,11300000,12731.0,343.0
monolith,6,29.0,68.9,22.2,55.842934,37.481469,12282927,13146.0,320.0
stalin,2,4.0,68.7,8.2,55.776527,37.548375,13399000,5014.0,303.0
stalin,9,9.0,69.0,10.0,55.785837,37.578253,16500000,4418.0,328.0
monolith,2,19.0,68.0,19.1,55.784303,37.562775,17861560,4875.0,317.0
monolith,2,19.0,68.5,20.3,55.784303,37.562775,18106331,4875.0,317.0
brick,3,9.0,69.0,9.0,55.806059,37.513296,18500000,8784.0,313.0
monolith,4,19.0,68.9,13.6,55.782957,37.561724,20152561,4813.0,315.0
monolith,3,4.0,68.8,12.0,55.787184,37.521345,28700000,7083.0,303.0
brick,4,22.0,68.9,10.1,55.880263,37.54162,9926031,14994.0,342.0
panel,12,16.0,68.0,8.0,55.851485,37.52202800000001,11500000,12515.0,332.0
brick,1,7.0,68.3,8.2,55.782709,37.562604,11990000,4754.0,316.0
panel,10,16.0,68.4,7.6,55.86225699999999,37.494018,13200000,14431.0,328.0
panel,10,16.0,68.0,8.0,55.795985,37.583409,13450000,5277.0,338.0
panel,2,16.0,68.0,8.0,55.79565600000001,37.574031,13900000,5497.0,332.0
monolithBrick,8,13.0,68.7,20.0,55.784303,37.562775,14999999,4875.0,317.0
brick,6,7.0,70.0,10.0,55.782709,37.562604,20000000,4754.0,316.0
stalin,6,11.0,70.0,12.0,55.783286,37.55858900000001,15200000,4978.0,314.0
monolith,8,26.0,70.0,9.0,55.861984,37.477211,15490000,14990.0,325.0
panel,2,17.0,71.0,11.0,55.859888,37.498716,12200000,14052.0,329.0
brick,3,5.0,72.0,8.6,55.809499,37.525432,17200000,8527.0,319.0
brick,12,16.0,70.0,10.0,55.795757,37.504421,17900000,8497.0,305.0
panel,14,17.0,70.0,13.0,55.773312,37.539958,18200000,5298.0,296.0
stalin,4,9.0,70.2,10.0,55.808078,37.495716,18450000,9762.0,310.0
monolithBrick,22,23.0,72.0,21.0,55.80916,37.541126,18790000,7877.0,324.0
panel,12,19.0,72.0,8.1,55.94631,37.343083,7800000,27540.0,322.0
panel,16,25.0,71.0,12.0,55.94533199999999,37.34514,9000000,27375.0,322.0
panel,9,14.0,70.4,8.0,55.892345,37.541395,9400000,16282.0,343.0
brick,16,16.0,71.3,10.8,55.86204,37.51441,12200000,13777.0,333.0
monolith,28,29.0,71.0,11.0,55.854825,37.497018,12250000,13633.0,327.0
monolith,12,25.0,72.0,12.4,55.87104100000001,37.475243,12500000,15891.0,326.0
brick,1,5.0,71.5,8.1,55.807198,37.533472,12900000,8003.0,320.0
panel,11,18.0,72.0,9.0,55.844258,37.548824,13500000,11072.0,338.0
panel,9,17.0,71.0,8.5,55.85710400000001,37.496426,13750000,13866.0,327.0
monolithBrick,26,26.0,72.0,10.0,55.840912,37.495231,14200000,12432.0,323.0
brick,2,4.0,70.0,7.0,55.777636,37.548133,14800000,5095.0,304.0
stalin,1,4.0,72.0,9.0,55.77574300000001,37.546785,14900000,5053.0,301.0
stalin,6,11.0,70.0,12.0,55.783286,37.55858900000001,15200000,4978.0,314.0
brick,13,37.0,71.5,9.0,55.774745,37.548609,16950000,4897.0,301.0
stalin,4,6.0,70.0,9.0,55.799684,37.535341,16900000,7302.0,316.0
brick,3,6.0,72.0,8.6,55.809499,37.525432,17200000,8527.0,319.0
monolithBrick,22,23.0,70.7,11.0,55.859787,37.490137,17300000,14331.0,327.0
monolithBrick,21,32.0,70.0,10.0,55.80653,37.545995,17950000,7461.0,324.0
brick,12,16.0,70.0,10.0,55.795757,37.504421,17900000,8497.0,305.0
monolith,4,15.0,70.0,13.0,55.795444,37.526896,19600000,7360.0,311.0
monolith,5,15.0,70.0,12.7,55.795444,37.526896,19800000,7360.0,311.0
brick,4,10.0,70.0,8.1,55.777322,37.57802,20000000,3659.0,320.0
monolith,4,19.0,70.4,15.3,55.785169,37.564033,20201280,4894.0,319.0
monolith,23,39.0,70.0,17.0,55.774254000000006,37.546525,23490000,4983.0,300.0
monolithBrick,22,42.0,70.0,15.0,55.774254000000006,37.546525,23500000,4983.0,300.0
monolith,18,44.0,70.0,15.0,55.774664,37.54595,23500000,5037.0,300.0
monolith,11,37.0,72.0,15.0,55.774745,37.548609,24000000,4897.0,301.0
monolith,10,26.0,72.0,16.0,55.79117700000001,37.520411,25500000,7384.0,306.0
brick,8,9.0,70.6,10.0,55.895298,37.535026,10000000,16714.0,342.0
brick,8,16.0,70.2,7.3,55.880677,37.558643,11200000,14743.0,346.0
panel,2,18.0,70.0,9.0,55.842302,37.55089,11500000,10822.0,338.0
brick,5,5.0,72.0,8.0,55.83285400000001,37.523743,13200000,10669.0,327.0
panel,3,10.0,71.0,9.3,55.843682,37.547306,13200000,11049.0,337.0
brick,1,5.0,71.0,9.0,55.796835,37.54268,14000000,6756.0,317.0
panel,2,16.0,71.0,7.0,55.794684,37.564168,14400000,5726.0,326.0
brick,5,5.0,71.6,9.0,55.800838,37.54586,15000000,6963.0,321.0
block,13,26.0,71.0,11.0,55.838152,37.539814,15500000,10685.0,334.0
brick,8,9.0,70.0,8.5,55.819894,37.495276,15500000,10667.0,315.0
block,6,14.0,70.0,10.0,55.778507,37.572612,15600000,3982.0,317.0
brick,9,9.0,72.0,9.0,55.805133,37.516952,16000000,8547.0,314.0
stalin,4,9.0,70.0,8.0,55.800094,37.5357,16900000,7319.0,317.0
block,8,14.0,72.0,10.0,55.81900400000001,37.491772,16900000,10755.0,314.0
brick,7,7.0,70.0,9.0,55.802533,37.564428,17300000,6459.0,330.0
monolith,9,12.0,72.0,18.8,55.80916,37.541126,19000000,7877.0,324.0
monolith,11,15.0,71.7,20.0,55.795444,37.526896,21500000,7360.0,311.0
block,8,17.0,72.0,20.0,55.857705,37.50692700000001,12200000,13580.0,330.0
panel,4,17.0,71.0,12.0,55.85871,37.494602,14900000,14078.0,327.0
monolith,16,23.0,74.0,16.0,55.79117700000001,37.520411,26500000,7384.0,306.0
monolith,23,40.0,73.6,16.0,55.827671,37.48755900000001,19200000,11624.0,316.0
monolith,2,7.0,73.7,13.5,55.794406,37.566198,23342000,5630.0,327.0
monolith,16,23.0,74.0,16.0,55.79117700000001,37.520411,26500000,7384.0,306.0
monolith,21,25.0,74.0,30.0,55.79117700000001,37.520411,26300000,7384.0,306.0
monolith,21,25.0,74.0,10.0,55.79117700000001,37.520411,26300000,7384.0,306.0
panel,2,17.0,73.0,10.0,55.86402,37.476402,11999000,15204.0,325.0
panel,16,20.0,73.0,8.5,55.944621,37.349291,7800000,27152.0,322.0
panel,15,16.0,73.5,10.0,55.89501,37.52872,10500000,16807.0,341.0
panel,9,17.0,74.0,10.0,55.870693,37.501806,11300000,14998.0,332.0
monolith,6,19.0,73.3,10.3,55.878889,37.538637,12300000,14908.0,341.0
brick,5,5.0,73.0,9.0,55.817785,37.512074,12500000,9773.0,318.0
panel,16,17.0,74.0,10.0,55.876102,37.518174,13000000,15087.0,336.0
monolith,21,25.0,74.0,9.3,55.86725799999999,37.467518,14900000,15821.0,324.0
panel,16,17.0,73.2,10.2,55.773945,37.540542,16300000,5297.0,297.0
monolith,6,40.0,74.0,10.0,55.827671,37.48755900000001,19500000,11624.0,316.0
panel,15,17.0,73.6,11.0,55.776943,37.533769,20000000,5829.0,298.0
monolith,11,19.0,74.0,17.0,55.785169,37.564033,20506362,4894.0,319.0
brick,5,9.0,73.0,10.0,55.808078,37.495716,20500000,9762.0,310.0
monolith,11,15.0,73.5,13.7,55.795444,37.526896,21000000,7360.0,311.0
panel,14,17.0,74.0,10.0,55.870693,37.501806,10500000,14998.0,332.0
panel,13,17.0,74.0,10.1,55.877198,37.512425,11400000,15347.0,335.0
brick,2,14.0,73.1,8.0,55.781464,37.561068,12300000,4726.0,314.0
block,4,5.0,73.1,6.8,55.840108,37.533131,13200000,11070.0,332.0
panel,7,12.0,74.0,9.0,55.864783,37.475755,14500000,15297.0,325.0
brick,5,5.0,73.0,7.5,55.801926,37.542455,16000000,7192.0,320.0
monolith,2,17.0,73.0,20.0,55.87060200000001,37.461301,16380000,16351.0,324.0
monolith,11,15.0,73.5,13.7,55.795444,37.526896,21000000,7360.0,311.0
monolith,16,22.0,74.0,14.0,55.782572,37.531936,22000000,6246.0,303.0
panel,7,16.0,73.5,16.0,55.830569,37.485412,22700000,11951.0,317.0
monolith,10,23.0,74.0,10.0,55.799937,37.505903,26300000,8697.0,308.0
brick,3,5.0,73.0,9.0,55.81331899999999,37.561904,14500000,7593.0,334.0
monolith,3,15.0,77.0,22.0,55.785169,37.564033,20400000,4894.0,319.0
monolithBrick,7,17.0,76.0,13.7,55.831908,37.50354,18400000,11321.0,322.0
monolith,17,23.0,75.0,13.0,55.782572,37.531936,24000000,6246.0,303.0
panel,18,25.0,77.0,10.0,55.807577,37.562425,15600000,7010.0,332.0
monolithBrick,2,14.0,75.4,15.7,55.779757,37.53523300000001,20735000,5904.0,301.0
monolithBrick,10,23.0,75.0,17.0,55.799937,37.505903,35000000,8697.0,308.0
monolith,13,16.0,76.6,11.8,55.836484,37.518596,17136000,11184.0,327.0
monolith,5,16.0,77.0,16.2,55.836484,37.518596,16240000,11184.0,327.0
panel,16,17.0,76.0,10.0,55.870935,37.495276,13900000,15221.0,330.0
panel,12,17.0,76.7,10.0,55.87392,37.48623900000001,14999999,15793.0,329.0
monolith,11,24.0,76.0,13.7,55.865152,37.472081,17900000,15464.0,325.0
brick,3,7.0,76.8,8.8,55.810471,37.518785,18350000,8888.0,317.0
brick,2,4.0,75.0,8.5,55.778325,37.554052,18990000,4836.0,307.0
monolith,14,14.0,75.0,15.0,55.792766,37.525064,20900000,7258.0,309.0
monolith,8,24.0,77.0,15.0,55.786313,37.542428,22900000,5960.0,310.0
monolithBrick,9,10.0,75.0,43.0,55.796046,37.562308,26500000,5917.0,326.0
monolith,4,10.0,76.0,16.0,55.793186,37.526968,29000000,7195.0,309.0
panel,18,18.0,75.0,10.0,55.843682,37.547306,13500000,11049.0,337.0
panel,3,17.0,76.0,13.0,55.841387,37.547737,13800000,10804.0,337.0
brick,2,9.0,76.0,20.0,55.80481,37.509236,18000000,8880.0,311.0
panel,14,15.0,76.0,12.9,55.878097,37.515003,15800000,15371.0,336.0
brick,5,5.0,75.0,9.0,55.823545,37.513682,14899000,10197.0,321.0
monolith,18,19.0,75.2,13.1,55.799168,37.559263,17900000,6312.0,326.0
panel,12,17.0,75.5,13.0,55.782203,37.527561,19990000,6457.0,301.0
panel,13,16.0,75.0,10.0,55.89175899999999,37.563458,10600000,15878.0,348.0
panel,5,17.0,76.0,10.2,55.877198,37.512425,10900000,15347.0,335.0
panel,14,16.0,75.1,10.2,55.883292,37.486535,11700000,16688.0,331.0
brick,4,5.0,75.0,8.0,55.831974,37.490039,11800000,11871.0,319.0
panel,3,17.0,75.7,12.9,55.874329,37.523501,11800000,14773.0,337.0
panel,13,16.0,75.2,10.3,55.86516700000001,37.528729,11900000,13706.0,337.0
panel,12,17.0,77.0,10.0,55.887635,37.523177,12200000,16154.0,339.0
panel,5,14.0,75.0,10.0,55.859807,37.564617,12500000,12400.0,345.0
